Stock,Date,Time,Price
WIPRO,2023-10-18,09:16,411.4
WIPRO,2023-10-18,09:17,411.5
WIPRO,2023-10-18,09:18,411.65
WIPRO,2023-10-18,09:19,411.85
WIPRO,2023-10-18,09:20,412.6
WIPRO,2023-10-18,09:21,412.15
WIPRO,2023-10-18,09:22,411.9
WIPRO,2023-10-18,09:23,411.75
WIPRO,2023-10-18,09:24,412.25
WIPRO,2023-10-18,09:25,412.9
WIPRO,2023-10-18,09:26,412.75
WIPRO,2023-10-18,09:27,412.8
WIPRO,2023-10-18,09:28,412.55
WIPRO,2023-10-18,09:29,412.5
WIPRO,2023-10-18,09:30,412.7
WIPRO,2023-10-18,09:31,412.6
WIPRO,2023-10-18,09:32,413.0
WIPRO,2023-10-18,09:33,413.0
WIPRO,2023-10-18,09:34,412.85
WIPRO,2023-10-18,09:35,413.1
WIPRO,2023-10-18,09:36,413.25
WIPRO,2023-10-18,09:37,413.45
WIPRO,2023-10-18,09:38,413.0
WIPRO,2023-10-18,09:39,412.65
WIPRO,2023-10-18,09:40,412.7
WIPRO,2023-10-18,09:41,413.2
WIPRO,2023-10-18,09:42,413.2
WIPRO,2023-10-18,09:43,413.2
WIPRO,2023-10-18,09:44,413.2
WIPRO,2023-10-18,09:45,413.1
WIPRO,2023-10-18,09:46,412.95
WIPRO,2023-10-18,09:47,412.75
WIPRO,2023-10-18,09:48,412.8
WIPRO,2023-10-18,09:49,412.75
WIPRO,2023-10-18,09:50,412.9
WIPRO,2023-10-18,09:51,412.8
WIPRO,2023-10-18,09:52,412.55
WIPRO,2023-10-18,09:53,412.45
WIPRO,2023-10-18,09:54,412.5
WIPRO,2023-10-18,09:55,412.5
WIPRO,2023-10-18,09:56,412.55
WIPRO,2023-10-18,09:57,412.95
WIPRO,2023-10-18,09:58,412.75
WIPRO,2023-10-18,09:59,412.65
WIPRO,2023-10-18,10:00,412.6
WIPRO,2023-10-18,10:01,412.9
WIPRO,2023-10-18,10:02,412.8
WIPRO,2023-10-18,10:03,413.25
WIPRO,2023-10-18,10:04,413.2
WIPRO,2023-10-18,10:05,413.2
WIPRO,2023-10-18,10:06,413.1
WIPRO,2023-10-18,10:07,412.95
WIPRO,2023-10-18,10:08,413.0
WIPRO,2023-10-18,10:09,413.1
WIPRO,2023-10-18,10:10,413.0
WIPRO,2023-10-18,10:11,412.9
WIPRO,2023-10-18,10:12,412.7
WIPRO,2023-10-18,10:13,412.95
WIPRO,2023-10-18,10:14,413.0
WIPRO,2023-10-18,10:15,413.0
WIPRO,2023-10-18,10:16,412.9
WIPRO,2023-10-18,10:17,412.95
WIPRO,2023-10-18,10:18,413.0
WIPRO,2023-10-18,10:19,412.9
WIPRO,2023-10-18,10:20,412.8
WIPRO,2023-10-18,10:21,413.0
WIPRO,2023-10-18,10:22,413.05
WIPRO,2023-10-18,10:23,413.45
WIPRO,2023-10-18,10:24,413.3
WIPRO,2023-10-18,10:25,413.25
WIPRO,2023-10-18,10:26,413.2
WIPRO,2023-10-18,10:27,413.05
WIPRO,2023-10-18,10:28,413.05
WIPRO,2023-10-18,10:29,412.9
WIPRO,2023-10-18,10:30,412.9
WIPRO,2023-10-18,10:31,413.1
WIPRO,2023-10-18,10:32,413.15
WIPRO,2023-10-18,10:33,413.15
WIPRO,2023-10-18,10:34,413.0
WIPRO,2023-10-18,10:35,413.0
