Stock,Date,Time,Price
MARUTI,2023-10-18,09:16,10746.6
MARUTI,2023-10-18,09:17,10750.0
MARUTI,2023-10-18,09:18,10751.2
MARUTI,2023-10-18,09:19,10743.0
MARUTI,2023-10-18,09:20,10725.2
MARUTI,2023-10-18,09:21,10732.8
MARUTI,2023-10-18,09:22,10729.45
MARUTI,2023-10-18,09:23,10727.9
MARUTI,2023-10-18,09:24,10731.65
MARUTI,2023-10-18,09:25,10727.9
MARUTI,2023-10-18,09:26,10734.5
MARUTI,2023-10-18,09:27,10730.4
MARUTI,2023-10-18,09:28,10734.0
MARUTI,2023-10-18,09:29,10742.95
MARUTI,2023-10-18,09:30,10755.2
MARUTI,2023-10-18,09:31,10755.0
MARUTI,2023-10-18,09:32,10755.0
MARUTI,2023-10-18,09:33,10756.0
MARUTI,2023-10-18,09:34,10757.0
MARUTI,2023-10-18,09:35,10761.0
MARUTI,2023-10-18,09:36,10765.0
MARUTI,2023-10-18,09:37,10770.3
MARUTI,2023-10-18,09:38,10775.0
MARUTI,2023-10-18,09:39,10792.0
MARUTI,2023-10-18,09:40,10800.1
MARUTI,2023-10-18,09:41,10782.2
MARUTI,2023-10-18,09:42,10783.1
MARUTI,2023-10-18,09:43,10783.05
MARUTI,2023-10-18,09:44,10773.0
MARUTI,2023-10-18,09:45,10766.6
MARUTI,2023-10-18,09:46,10784.95
MARUTI,2023-10-18,09:47,10778.95
MARUTI,2023-10-18,09:48,10776.0
MARUTI,2023-10-18,09:49,10783.5
MARUTI,2023-10-18,09:50,10775.9
MARUTI,2023-10-18,09:51,10778.6
MARUTI,2023-10-18,09:52,10778.4
MARUTI,2023-10-18,09:53,10784.0
MARUTI,2023-10-18,09:54,10784.9
MARUTI,2023-10-18,09:55,10788.0
MARUTI,2023-10-18,09:56,10789.65
MARUTI,2023-10-18,09:57,10789.9
MARUTI,2023-10-18,09:58,10790.85
MARUTI,2023-10-18,09:59,10795.1
MARUTI,2023-10-18,10:00,10794.6
MARUTI,2023-10-18,10:01,10790.35
MARUTI,2023-10-18,10:02,10791.65
MARUTI,2023-10-18,10:03,10798.5
MARUTI,2023-10-18,10:04,10797.9
MARUTI,2023-10-18,10:05,10797.85
MARUTI,2023-10-18,10:06,10797.1
MARUTI,2023-10-18,10:07,10799.15
MARUTI,2023-10-18,10:08,10793.9
MARUTI,2023-10-18,10:09,10794.95
MARUTI,2023-10-18,10:10,10787.7
MARUTI,2023-10-18,10:11,10793.9
MARUTI,2023-10-18,10:12,10790.0
MARUTI,2023-10-18,10:13,10790.75
MARUTI,2023-10-18,10:14,10794.0
MARUTI,2023-10-18,10:15,10794.75
MARUTI,2023-10-18,10:16,10797.1
MARUTI,2023-10-18,10:17,10795.65
MARUTI,2023-10-18,10:18,10790.05
MARUTI,2023-10-18,10:19,10792.3
MARUTI,2023-10-18,10:20,10786.0
MARUTI,2023-10-18,10:21,10789.25
MARUTI,2023-10-18,10:22,10790.9
MARUTI,2023-10-18,10:23,10790.7
MARUTI,2023-10-18,10:24,10791.5
MARUTI,2023-10-18,10:25,10792.85
MARUTI,2023-10-18,10:26,10791.85
MARUTI,2023-10-18,10:27,10792.0
MARUTI,2023-10-18,10:28,10789.7
MARUTI,2023-10-18,10:29,10790.6
MARUTI,2023-10-18,10:30,10790.05
MARUTI,2023-10-18,10:31,10789.45
MARUTI,2023-10-18,10:32,10786.9
MARUTI,2023-10-18,10:33,10782.5
MARUTI,2023-10-18,10:34,10774.15
MARUTI,2023-10-18,10:35,10770.9
MARUTI,2023-10-18,10:36,10773.45
MARUTI,2023-10-18,10:37,10778.75
MARUTI,2023-10-18,10:38,10778.0
MARUTI,2023-10-18,10:39,10778.8
MARUTI,2023-10-18,10:40,10780.0
MARUTI,2023-10-18,10:41,10772.25
MARUTI,2023-10-18,10:42,10769.9
MARUTI,2023-10-18,10:43,10767.1
MARUTI,2023-10-18,10:44,10768.05
MARUTI,2023-10-18,10:45,10767.4
MARUTI,2023-10-18,10:46,10757.9
MARUTI,2023-10-18,10:47,10764.95
MARUTI,2023-10-18,10:48,10770.6
MARUTI,2023-10-18,10:49,10775.85
MARUTI,2023-10-18,10:50,10775.0
MARUTI,2023-10-18,10:51,10775.95
MARUTI,2023-10-18,10:52,10777.95
MARUTI,2023-10-18,10:53,10779.0
MARUTI,2023-10-18,10:54,10771.25
MARUTI,2023-10-18,10:55,10775.6
MARUTI,2023-10-18,10:56,10775.7
MARUTI,2023-10-18,10:57,10774.9
MARUTI,2023-10-18,10:58,10775.8
MARUTI,2023-10-18,10:59,10776.6
MARUTI,2023-10-18,11:00,10775.2
MARUTI,2023-10-18,11:01,10779.6
MARUTI,2023-10-18,11:02,10781.8
MARUTI,2023-10-18,11:03,10785.15
MARUTI,2023-10-18,11:04,10784.85
MARUTI,2023-10-18,11:05,10786.65
MARUTI,2023-10-18,11:06,10782.9
MARUTI,2023-10-18,11:07,10778.75
MARUTI,2023-10-18,11:08,10777.5
MARUTI,2023-10-18,11:09,10774.0
MARUTI,2023-10-18,11:10,10770.1
MARUTI,2023-10-18,11:11,10770.0
MARUTI,2023-10-18,11:12,10767.05
MARUTI,2023-10-18,11:13,10768.05
MARUTI,2023-10-18,11:14,10772.0
MARUTI,2023-10-18,11:15,10766.5
MARUTI,2023-10-18,11:16,10765.95
MARUTI,2023-10-18,11:17,10766.4
MARUTI,2023-10-18,11:18,10765.5
MARUTI,2023-10-18,11:19,10767.45
MARUTI,2023-10-18,11:20,10766.95
MARUTI,2023-10-18,11:21,10765.9
MARUTI,2023-10-18,11:22,10769.0
MARUTI,2023-10-18,11:23,10769.0
MARUTI,2023-10-18,11:24,10770.0
MARUTI,2023-10-18,11:25,10775.7
MARUTI,2023-10-18,11:26,10775.85
MARUTI,2023-10-18,11:27,10772.7
MARUTI,2023-10-18,11:28,10768.0
MARUTI,2023-10-18,11:29,10775.0
MARUTI,2023-10-18,11:30,10768.45
MARUTI,2023-10-18,11:31,10774.7
MARUTI,2023-10-18,11:32,10775.0
MARUTI,2023-10-18,11:33,10774.75
MARUTI,2023-10-18,11:34,10775.0
MARUTI,2023-10-18,11:35,10772.95
MARUTI,2023-10-18,11:36,10774.5
MARUTI,2023-10-18,11:37,10773.7
MARUTI,2023-10-18,11:38,10771.7
MARUTI,2023-10-18,11:39,10770.7
MARUTI,2023-10-18,11:40,10775.0
MARUTI,2023-10-18,11:41,10774.95
MARUTI,2023-10-18,11:42,10775.0
MARUTI,2023-10-18,11:43,10776.0
MARUTI,2023-10-18,11:44,10775.0
MARUTI,2023-10-18,11:45,10777.65
MARUTI,2023-10-18,11:46,10776.75
MARUTI,2023-10-18,11:47,10774.35
MARUTI,2023-10-18,11:48,10779.0
MARUTI,2023-10-18,11:49,10775.45
MARUTI,2023-10-18,11:50,10779.7
MARUTI,2023-10-18,11:51,10780.4
MARUTI,2023-10-18,11:52,10779.35
MARUTI,2023-10-18,11:53,10780.8
MARUTI,2023-10-18,11:54,10782.95
MARUTI,2023-10-18,11:55,10784.0
MARUTI,2023-10-18,11:56,10780.1
MARUTI,2023-10-18,11:57,10771.0
MARUTI,2023-10-18,11:58,10765.4
MARUTI,2023-10-18,11:59,10766.55
MARUTI,2023-10-18,12:00,10767.75
MARUTI,2023-10-18,12:01,10769.8
MARUTI,2023-10-18,12:02,10773.45
MARUTI,2023-10-18,12:03,10769.5
MARUTI,2023-10-18,12:04,10769.0
MARUTI,2023-10-18,12:05,10764.6
MARUTI,2023-10-18,12:06,10765.0
MARUTI,2023-10-18,12:07,10768.8
MARUTI,2023-10-18,12:08,10771.1
MARUTI,2023-10-18,12:09,10772.0
MARUTI,2023-10-18,12:10,10774.0
