Stock,Date,Time,Price
AXISBANK,2023-10-18,09:16,1012.4
AXISBANK,2023-10-18,09:17,1009.2
AXISBANK,2023-10-18,09:18,1010.25
AXISBANK,2023-10-18,09:19,1009.9
AXISBANK,2023-10-18,09:20,1010.4
AXISBANK,2023-10-18,09:21,1010.05
AXISBANK,2023-10-18,09:22,1009.6
AXISBANK,2023-10-18,09:23,1009.95
AXISBANK,2023-10-18,09:24,1010.3
AXISBANK,2023-10-18,09:25,1009.85
AXISBANK,2023-10-18,09:26,1010.3
AXISBANK,2023-10-18,09:27,1009.95
AXISBANK,2023-10-18,09:28,1009.95
AXISBANK,2023-10-18,09:29,1010.0
AXISBANK,2023-10-18,09:30,1009.6
AXISBANK,2023-10-18,09:31,1010.2
AXISBANK,2023-10-18,09:32,1009.9
AXISBANK,2023-10-18,09:33,1010.3
AXISBANK,2023-10-18,09:34,1009.4
AXISBANK,2023-10-18,09:35,1009.1
AXISBANK,2023-10-18,09:36,1009.3
AXISBANK,2023-10-18,09:37,1009.25
AXISBANK,2023-10-18,09:38,1010.0
AXISBANK,2023-10-18,09:39,1009.45
AXISBANK,2023-10-18,09:40,1009.8
AXISBANK,2023-10-18,09:41,1010.15
AXISBANK,2023-10-18,09:42,1010.25
AXISBANK,2023-10-18,09:43,1010.15
AXISBANK,2023-10-18,09:44,1010.0
AXISBANK,2023-10-18,09:45,1009.2
AXISBANK,2023-10-18,09:46,1009.6
AXISBANK,2023-10-18,09:47,1009.0
AXISBANK,2023-10-18,09:48,1008.9
AXISBANK,2023-10-18,09:49,1009.05
AXISBANK,2023-10-18,09:50,1010.0
AXISBANK,2023-10-18,09:51,1010.05
AXISBANK,2023-10-18,09:52,1009.55
AXISBANK,2023-10-18,09:53,1009.5
AXISBANK,2023-10-18,09:54,1009.8
AXISBANK,2023-10-18,09:55,1009.55
AXISBANK,2023-10-18,09:56,1009.7
AXISBANK,2023-10-18,09:57,1009.75
AXISBANK,2023-10-18,09:58,1009.6
AXISBANK,2023-10-18,09:59,1010.2
AXISBANK,2023-10-18,10:00,1009.85
AXISBANK,2023-10-18,10:01,1009.6
AXISBANK,2023-10-18,10:02,1009.8
AXISBANK,2023-10-18,10:03,1010.0
AXISBANK,2023-10-18,10:04,1009.65
AXISBANK,2023-10-18,10:05,1009.85
AXISBANK,2023-10-18,10:06,1009.8
AXISBANK,2023-10-18,10:07,1010.05
AXISBANK,2023-10-18,10:08,1010.0
AXISBANK,2023-10-18,10:09,1011.2
AXISBANK,2023-10-18,10:10,1013.0
AXISBANK,2023-10-18,10:11,1012.35
AXISBANK,2023-10-18,10:12,1011.85
AXISBANK,2023-10-18,10:13,1011.8
AXISBANK,2023-10-18,10:14,1011.2
AXISBANK,2023-10-18,10:15,1010.8
AXISBANK,2023-10-18,10:16,1010.25
AXISBANK,2023-10-18,10:17,1009.95
AXISBANK,2023-10-18,10:18,1010.25
