Stock,Date,Time,Price
INFY,2023-10-17,09:15,1441.55
INFY,2023-10-17,09:16,1441.8
INFY,2023-10-17,09:17,1440.15
INFY,2023-10-17,09:18,1441.95
INFY,2023-10-17,09:19,1440.5
INFY,2023-10-17,09:20,1440.1
INFY,2023-10-17,09:21,1441.25
INFY,2023-10-17,09:22,1440.5
INFY,2023-10-17,09:23,1440.5
INFY,2023-10-17,09:24,1439.65
INFY,2023-10-17,09:25,1440.2
INFY,2023-10-17,09:26,1439.6
INFY,2023-10-17,09:27,1439.25
INFY,2023-10-17,09:28,1440.0
INFY,2023-10-17,09:29,1441.8
INFY,2023-10-17,09:30,1441.8
INFY,2023-10-17,09:31,1442.4
INFY,2023-10-17,09:32,1441.6
INFY,2023-10-17,09:33,1441.6
INFY,2023-10-17,09:34,1441.45
INFY,2023-10-17,09:35,1441.15
INFY,2023-10-17,09:36,1441.0
INFY,2023-10-17,09:37,1441.7
INFY,2023-10-17,09:38,1440.9
INFY,2023-10-17,09:39,1440.65
INFY,2023-10-17,09:40,1440.3
INFY,2023-10-17,09:41,1440.15
INFY,2023-10-17,09:42,1439.9
INFY,2023-10-17,09:43,1440.45
INFY,2023-10-17,09:44,1440.6
INFY,2023-10-17,09:45,1440.9
INFY,2023-10-17,09:46,1441.95
INFY,2023-10-17,09:47,1442.4
INFY,2023-10-17,09:48,1442.45
INFY,2023-10-17,09:49,1441.5
INFY,2023-10-17,09:50,1440.85
INFY,2023-10-17,09:51,1441.05
INFY,2023-10-17,09:52,1441.0
INFY,2023-10-17,09:53,1441.05
INFY,2023-10-17,09:54,1441.15
INFY,2023-10-17,09:55,1441.55
INFY,2023-10-17,09:56,1441.75
INFY,2023-10-17,09:57,1441.0
INFY,2023-10-17,09:58,1441.3
INFY,2023-10-17,09:59,1441.5
INFY,2023-10-17,10:00,1441.25
INFY,2023-10-17,10:01,1441.2
INFY,2023-10-17,10:02,1441.65
INFY,2023-10-17,10:03,1441.7
INFY,2023-10-17,10:04,1441.25
INFY,2023-10-17,10:05,1441.05
INFY,2023-10-17,10:06,1440.8
INFY,2023-10-17,10:07,1441.25
INFY,2023-10-17,10:08,1441.3
INFY,2023-10-17,10:09,1441.3
INFY,2023-10-17,10:10,1441.3
INFY,2023-10-17,10:11,1441.0
INFY,2023-10-17,10:12,1441.0
INFY,2023-10-17,10:13,1440.75
INFY,2023-10-17,10:14,1440.65
INFY,2023-10-17,10:15,1440.55
INFY,2023-10-17,10:16,1440.35
INFY,2023-10-17,10:17,1440.85
INFY,2023-10-17,10:18,1440.9
INFY,2023-10-17,10:19,1440.85
INFY,2023-10-17,10:20,1440.8
INFY,2023-10-17,10:21,1440.75
INFY,2023-10-17,10:22,1440.8
INFY,2023-10-17,10:23,1440.7
INFY,2023-10-17,10:24,1440.5
INFY,2023-10-17,10:25,1440.6
INFY,2023-10-17,10:26,1440.55
INFY,2023-10-17,10:27,1440.25
INFY,2023-10-17,10:28,1440.35
INFY,2023-10-17,10:29,1440.05
INFY,2023-10-17,10:30,1441.35
INFY,2023-10-17,10:31,1441.7
INFY,2023-10-17,10:32,1441.7
INFY,2023-10-17,10:33,1441.55
INFY,2023-10-17,10:34,1441.55
INFY,2023-10-17,10:35,1442.9
INFY,2023-10-17,10:36,1442.35
INFY,2023-10-17,10:37,1442.8
INFY,2023-10-17,10:38,1443.15
INFY,2023-10-17,10:39,1444.2
INFY,2023-10-17,10:40,1443.95
INFY,2023-10-17,10:41,1445.35
INFY,2023-10-17,10:42,1445.3
INFY,2023-10-17,10:43,1444.95
INFY,2023-10-17,10:44,1444.8
INFY,2023-10-17,10:45,1443.9
INFY,2023-10-17,10:46,1443.0
INFY,2023-10-17,10:47,1443.0
INFY,2023-10-17,10:48,1443.0
INFY,2023-10-17,10:49,1442.95
INFY,2023-10-17,10:50,1442.4
INFY,2023-10-17,10:51,1443.0
INFY,2023-10-17,10:52,1442.2
INFY,2023-10-17,10:53,1442.4
INFY,2023-10-17,10:54,1442.1
INFY,2023-10-17,10:55,1443.05
INFY,2023-10-17,10:56,1443.25
INFY,2023-10-17,10:57,1443.15
INFY,2023-10-17,10:58,1443.4
INFY,2023-10-17,10:59,1443.15
INFY,2023-10-17,11:00,1443.2
INFY,2023-10-17,11:01,1443.0
INFY,2023-10-17,11:02,1442.8
INFY,2023-10-17,11:03,1442.7
INFY,2023-10-17,11:04,1442.75
INFY,2023-10-17,11:05,1442.55
INFY,2023-10-17,11:06,1443.0
INFY,2023-10-17,11:07,1443.05
INFY,2023-10-17,11:08,1443.0
INFY,2023-10-17,11:09,1442.7
INFY,2023-10-17,11:10,1442.65
INFY,2023-10-17,11:11,1442.75
INFY,2023-10-17,11:12,1442.85
INFY,2023-10-17,11:13,1443.0
INFY,2023-10-17,11:14,1443.6
INFY,2023-10-17,11:15,1443.9
INFY,2023-10-17,11:16,1443.35
INFY,2023-10-17,11:17,1443.05
INFY,2023-10-17,11:18,1443.1
INFY,2023-10-17,11:19,1443.1
INFY,2023-10-17,11:20,1443.2
INFY,2023-10-17,11:21,1443.5
INFY,2023-10-17,11:22,1443.4
INFY,2023-10-17,11:23,1443.4
INFY,2023-10-17,11:24,1443.4
INFY,2023-10-17,11:25,1443.3
INFY,2023-10-17,11:26,1443.35
INFY,2023-10-17,11:27,1443.25
INFY,2023-10-17,11:28,1443.3
